Invoice No.,Item Name
21273,"['Baked Pav Bhaji', 'Hyderabadi Soya Keema Pav']"
21274,"['Papparoti (Plain)', 'South Indian Filter Kaapi (250 ML)']"
21275,"['Hot Chocolate (250 ML)', 'ESPRESSO (30 ML)', 'Americano (250 ML)']"
21276,"['Cappucino (250 ML)', 'Papparoti (Plain)']"
21277,"['South Indian Filter Kaapi (150 ML)', 'Choco-crinkle-cookies (COMBO 3 PCS)', 'Americano (250 ML)']"
21278,"['Pour Over', 'Madagascar Chocochip Frappe (350 ML)']"
21279,"['Origanal South Indian Frappe (350 ML)', 'ALMOND MILK (200 ML)', 'Cappucino (250 ML)', 'Papparoti (Plain)']"
21280,"['Berliners (Lotus Biscoff Berliner)', 'Berliners (Blueberry Cheese Cake Berliner)', 'Papparoti (Plain)', 'Cappucino (250 ML)', 'South Indian Filter Kaapi (150 ML)']"
21281,['Calzones Veg (Calzone Veg)']
21282,['Americano (250 ML)']
21283,['South Indian Filter Kaapi (250 ML)']
21284,"['South Indian Filter Kaapi (150 ML)', 'Iced Americano (350 ML)']"
21285,['Cappucino (350 ML)']
21286,['South Indian Filter Kaapi (150 ML)']
21287,"['Vietnamese (350 ML)', 'Tartlets (chocolate Tartlet)', 'Tartlets (Kacha Nimbu Tartlet)', 'Tartlets (Salted Caramel Tartlet)', 'PINAPPLE JUICE', 'Cappucino (250 ML)']"
21288,['Americano (350 ML)']
21289,['MANGO JUICE']
21290,"['Kaapicino (250 ML)', 'Cafe Latte (250 ML)', 'OAT MILK (200 ML)', 'Add On Syrup (Add On hazelnuts Syrup)']"
21291,['Baked Vada Pav']
21292,"['Papparoti (Add On Nutella sauce)', 'Americano (250 ML)']"
21293,['Cold Brew']
21294,['Americano (250 ML)']
21295,"['Cappucino (250 ML)', 'Baked Vada Pav']"
21296,"['Origanal South Indian Frappe (350 ML)', 'OAT MILK (200 ML)']"
21297,['Spicy Banana Chips 60 Gm']
21298,"['Classic Frappe (350 ML)', 'Bon Bon (350 ML)', 'Baked Vada Pav', 'Hot Chocolate (250 ML)']"
21299,['Cappucino (350 Ml)']
21300,['Cafe Latte (250 ML)']
21301,"['Baked Vada Pav', 'Baked Pav Bhaji', 'Hazelnut Frappe (450 Ml)']"
21302,['Classic Frappe (350 ML)']
21303,"['Origanal South Indian Frappe (350 ML)', 'Cappucino (250 ML)', 'OAT MILK (200 ML)', 'Pour Over', 'South Indian Filter Kaapi (150 ML)']"
21304,['Classic Frappe (450 ML)']
21305,"['South Indian Filter Kaapi (150 ML)', 'Origanal South Indian Frappe (350 ML)', 'Cafe Latte (250 ML)', 'Add On Syrup (Add On Vanilla Syrup)', 'Papparoti (Plain)']"
21306,['Hot Chocolate (250 Ml)']
21307,"['Calzones Veg (Calzone Paneer)', 'Baked Vada Pav', 'South Indian Filter Kaapi (150 ML)']"
21308,"['Iced Latte (350 ML)', 'ALMOND MILK (200 ML)', 'Add On Syrup (Add On hazelnuts Syrup)', 'Add On Syrup (Add On Vanilla Syrup)', 'Nariyal Irish Cream Frappe (350 ML)']"
21309,['Classic Frappe (350 ML)']
21310,"['Iced Americano (350 ML)', 'Add On Syrup (Add On Irish Syrup)']"
21311,"['South Indian Filter Kaapi (150 ML)', 'Tartlets (Kacha Nimbu Tartlet)']"
21312,"['South Indian Filter Kaapi (150 ML)', 'Papparoti (Plain)']"
21313,"['Origanal South Indian Frappe (350 ML)', 'ALMOND MILK (200 ML)', 'Chicken Calzone', 'Strawberry White Chocolate Ganache With Rosella Jam Macaroon']"
21314,['Double Restritto 44 Ml']
21315,"['South Indian Filter Kaapi (250 ML)', 'Cafe Mocha (250 ML)', 'Choco-crinkle-cookies (COMBO 3 PCS)', 'Baked Vada Pav']"
21316,"['Iced Americano (350 ML)', 'Chicken Calzone']"
21317,"['Cappucino (250 ML)', 'Hazelnut Frappe (350 ML)', 'Cappucino (250 ML)', 'Papparoti (Add On Nutella sauce)']"
21318,['Cappucino (350 ML)']
21319,"['Madagascar Hot Chocolate (250 ML)', 'Kaapicino (250 ML)', 'Chicken Calzone']"
21320,['Flat White 250 Ml']
21321,"['Hazelnut Frappe (350 ML)', 'Cafe Mocha (350 ML)']"
21322,"['Classic Frappe (350 ML)', 'Iced Latte (350 ML)', 'Hazelnut Frappe (350 ML)', 'Hyderabadi Chicken Keema Pav', 'Add On Syrup (Add On hazelnuts Syrup)']"
21323,"['Iced Americano (350 ML)', 'Origanal South Indian Frappe (350 ML)']"
21324,"['Classic Frappe (350 ML)', 'Iced Mocha (350 ML)', 'Calzones Veg (Calzone Paneer)']"
21325,"['Origanal South Indian Frappe (450 ML)', 'Spicy Banana Chips 60 Gm', 'Baked Vada Pav', 'Berliners (Lotus Biscoff Berliner)', 'Tartlets (Salted Caramel Tartlet)']"
21326,['Origanal South Indian Frappe (350 ML)']
21327,"['Vietnamese (350 ML)', 'Sea Salt Dark Mocha Frappe (350 ML)', 'Madagascar Chocochip Frappe (350 ML)', 'Baked Pav Bhaji']"
21328,"['Cafe Latte (250 ML)', 'Add On Syrup (Add On Caramel Syrup)']"
21329,"['South Indian Filter Kaapi (150 ML)', 'Choco-crinkle-cookies (COMBO 3 PCS)']"
21330,"['Madagascar Chocochip Frappe (350 ML)', 'Origanal South Indian Frappe (350 ML)']"
21331,"['South Indian Filter Kaapi (250 ML)', 'Hyderabadi Chicken Keema Pav', 'South Indian Filter Kaapi (250 ML)', 'Strawberry White Chocolate Ganache With Rosella Jam Macaroon']"
21332,['Origanal South Indian Frappe (450 ML)']
21333,"['Choco-crinkle-cookies (COMBO 3 PCS)', 'Nariyal Irish Cream Frappe (350 ML)']"
21334,"['Hot Chocolate (250 ML)', 'MANGO JUICE']"
21335,"['Cafe Latte (250 ML)', 'South Indian Filter Kaapi (150 ML)']"
21336,"['South Indian Filter Kaapi (150 ML)', 'Mix Berliner 2 Pcs (Blueberry Cheese Cake Berliner)', 'Mix Berliner 2 Pcs (Nutella Berliner)']"
21337,"['Hot Chocolate (250 ML)', 'South Indian Filter Kaapi (150 ML)']"
21338,['Berliners (Nutella Berliner)']
21339,['Origanal South Indian Frappe (350 ML)']
21340,['Origanal South Indian Frappe (350 ML)']
21341,"['Cappucino (250 ML)', 'Hot Chocolate (250 ML)']"
21342,"['Berliners (Dark Choco Mousse Berliner)', 'Origanal South Indian Frappe (450 ML)', 'Classic Frappe (350 ML)']"
21343,"['Cappucino (250 ML)', 'Berliners (Dark Choco Mousse Berliner)']"
21344,"['Madagascar Chocochip Frappe (350 ML)', 'South Indian Filter Kaapi (150 ML)', 'Choco-crinkle-cookies (COMBO 3 PCS)', 'Madagascar Hot Chocolate (250 ML)']"
21345,"['South Indian Filter Kaapi (150 ML)', 'Kaapicino (250 ML)']"
21346,"['South Indian Filter Kaapi (150 ML)', 'Papparoti (Plain)']"
21347,"['Hot Chocolate (250 ML)', 'Origanal South Indian Frappe (350 ML)', 'Tartlets (Kacha Nimbu Tartlet)']"
21348,['Double Restritto 44 Ml']
21349,['Classic Frappe (350 Ml)']
21350,['Hot Chocolate (250 ML)']
21351,['Baked Pav Bhaji']
21352,['Classic Frappe (350 Ml)']
21353,"['Choco-crinkle-cookies (COMBO 3 PCS)', 'Almond Frappe (350 ML)']"
21354,"['Madagascar Chocochip Frappe (350 ML)', 'Sea Salt Dark Mocha Frappe (350 ML)']"
21355,"['Classic Frappe (350 ML)', 'Almond Honey Latte (250 ML)']"
21356,"['Caramel Frappe (350 ML)', 'Hazelnut Frappe (350 ML)']"
21357,"['Classic Frappe (450 ML)', 'Add On Syrup (Add On Vanilla Syrup)', 'Vietnamese (350 ML)']"
21358,"['Classic Frappe (350 ML)', 'Berliners (Nutella Berliner)']"
21359,"['Classic Frappe (350 ML)', 'Hyderabadi Chicken Keema Pav', 'Baked Vada Pav']"
21360,"['Cold Brew', 'Sea Salt Dark Mocha (250 ML)']"
21361,"['Hot Chocolate (250 ML)', 'Vietnamese (350 ML)', 'Kaapicino (250 ML)']"
21362,['Hot Chocolate (250 ML)']
21363,"['Cafe Mocha (250 ML)', 'Madagascar Chocochip Frappe (350 ML)']"
21364,"['Hyderabadi Chicken Keema Pav', 'Spicy Banana Chips 60 Gm', 'Choco-crinkle-cookies (with Egg) (COMBO 3 PCS)']"
21365,"['Almond Frappe (450 ML)', 'Classic Frappe (450 ML)', 'Cappucino (250 ML)', 'Add On Syrup (Add On hazelnuts Syrup)', 'Hyderabadi Soya Keema Pav']"
21366,['Origanal South Indian Frappe (350 ML)']
21367,"['Classic Frappe (350 ML)', 'OAT MILK (200 ML)', 'South Indian Filter Kaapi (150 ML)']"
21368,"['Almond Frappe (450 ML)', 'Papparoti (Add On Nutella sauce)']"
21369,"['Baked Vada Pav', 'South Indian Filter Kaapi (150 ML)']"
21370,"['CHILLI GUVAVA JUICE', 'Americano (250 ML)', 'Iced Americano (350 ML)']"
21371,"['Calzones Veg (Calzone Paneer)', 'Rosella Cheesecake Berliner', 'Calzones Veg (Calzone Veg)', 'Baked Pav Bhaji', 'Hyderabadi Chicken Keema Pav', 'Choco-crinkle-cookies (COMBO 3 PCS)', 'Papparoti (Plain)']"
21372,['Cappucino (350 ML)']
21373,['South Indian Filter Kaapi (150 ML)']
21374,['MANGO JUICE']
21375,['Cappucino (350 ML)']
21376,['Iced Americano (350 Ml)']
21377,"['Classic Frappe (350 ML)', 'Strawberry White Chocolate Ganache With Rosella Jam Macaroon', 'Calzones Veg (Calzone Paneer)', 'Baked Vada Pav']"
21378,"['Iced Latte (350 ML)', 'Vietnamese (450 ML)']"
21379,"['Vietnamese (350 ML)', 'Tartlets (chocolate Tartlet)', 'Tartlets (Filter Kaapi Tartlet)', 'Tartlets (Salted Caramel Tartlet)', 'Strawberry White Chocolate Ganache With Rosella Jam Macaroon']"
21380,"['Rosella Jam With Filter Coffee Ganache Macaroon (3 PCS)', 'Chicken Calzone', 'Baked Pav Bhaji', 'Cappucino (350 ML)', 'Berliners (Blueberry Cheese Cake Berliner)', 'Strawbery Rosella Frangipani Tart', 'Madagascar Chocochip Frappe (350 ML)']"
21381,"['Plain Nankhatai Veg', 'Add On Syrup (Add On hazelnuts Syrup)']"
21382,"['Madagascar Hot Chocolate (350 ML)', 'South Indian Filter Kaapi (150 ML)']"
21383,"['South Indian Filter Kaapi (150 ML)', 'Pour Over']"
21384,['South Indian Filter Kaapi (250 ML)']
21385,"['Americano (250 ML)', 'Baked Pav Bhaji']"
21386,['South Indian Filter Kaapi (150 ML)']
21387,['South Indian Filter Kaapi (150 ML)']
21388,['CHILLI GUVAVA JUICE']
21389,['Chicken Calzone']
21390,"['Origanal South Indian Frappe (350 ML)', 'Iced Latte (350 ML)', 'Almond Honey Latte (350 ML)', 'Berliner Mix 3 Pcs (Lotus Biscoff Berliner)', 'Berliner Mix 3 Pcs (Nutella Berliner)', 'Rosella Cheesecake Berliner']"
21391,['Cafe Latte (250 ML)']
21392,['South Indian Filter Kaapi (250 ML)']
21393,"['South Indian Filter Kaapi (150 ML)', 'Baked Vada Pav', 'Chicken Calzone', 'Whole Wheat Ladi Pav 4 Pc']"
21394,"['Madagascar Chocochip Frappe (350 ML)', 'Vietnamese (350 ML)']"
21395,['Americano (250 ML)']
21396,['Iced Latte (350 ML)']
21397,"['Madagascar Chocochip Frappe (350 ML)', 'Cafe Latte (250 ML)', 'Flat White 250 Ml']"
21398,['Iced Americano (450 ML)']
21399,['Almond Frappe (350 ML)']
21400,['Double Restritto 44 Ml']
21401,['South Indian Filter Kaapi (150 ML)']
21402,['Classic Frappe (450 ML)']
21403,"['Spicy Banana Chips 60 Gm', 'Cappucino (350 ML)']"
21404,['Cappucino (250 ML)']
21405,"['Vietnamese (350 ML)', 'Madagascar Chocochip Frappe (350 ML)']"
21406,"['Madagascar Hot Chocolate (250 ML)', 'Iced Mocha (350 ML)']"
21407,['Classic Frappe (350 Ml)']
21408,['Iced Americano (350 ML)']
21409,['Madagascar Hot Chocolate (250 ML)']
21410,['South Indian Filter Kaapi (250 ML)']
21411,"['Bon Bon (350 ML)', 'Cafe Mocha (350 ML)']"
21412,"['Cashew Nuts Nankhatai Veg', 'Hyderabadi Chicken Keema Pav', 'Origanal South Indian Frappe (450 ML)', 'Yellow Banana Chips 60 Gm']"
21413,"['Classic Frappe (350 Ml)', 'Cafe Mocha (250 Ml)']"
21414,"['Iced Mocha (350 ML)', 'Madagascar Chocochip Frappe (350 ML)', 'Papparoti (Plain)', 'Baked Pav Bhaji']"
21415,"['South Indian Filter Kaapi (150 ML)', 'South Indian Filter Kaapi (250 ML)', 'Berliners (Lotus Biscoff Berliner)']"
21416,"['Berliners (Blueberry Cheese Cake Berliner)', 'Rosella Cheesecake Berliner']"
21417,['Kaapicino (250 ML)']
21418,"['Iced Mocha (350 ML)', 'ALMOND MILK (200 ML)']"
21419,"['Classic Frappe (350 ML)', 'Berliners (Blueberry Cheese Cake Berliner)']"
21420,"['Iced Americano (350 ML)', 'Vietnamese (350 ML)', 'Flat White 250 Ml', 'Berliners (Dark Choco Mousse Berliner)']"
21421,"['South Indian Filter Kaapi (150 ML)', 'Double Restritto 44 Ml']"
21422,"['Hot Chocolate (250 ML)', 'ORANGE JUICE']"
21423,"['Iced Latte (350 ML)', 'ALMOND MILK (200 ML)', 'OAT MILK (200 ML)', 'Berliners (Nutella Berliner)']"
21424,"['South Indian Filter Kaapi (150 ML)', 'Baked Vada Pav', 'Chicken Calzone', 'Calzones Veg (Calzone Veg)', 'Spicy Banana Chips 60 Gm']"
21425,['Cold Brew']
21426,"['Hot Chocolate (250 ML)', 'Iced Americano (350 ML)']"
21427,"['South Indian Filter Kaapi (150 ML)', 'Iced Latte (350 ML)']"
21428,"['Calzones Veg (Calzone Veg)', 'Iced Latte (350 ML)', 'OAT MILK (200 ML)', 'Bon Bon (350 ML)', 'Calzones Veg (Calzone Veg)']"
21429,"['South Indian Filter Kaapi (150 ML)', 'Origanal South Indian Frappe (350 ML)']"
21430,"['South Indian Filter Kaapi (150 ML)', 'South Indian Filter Kaapi (150 ML)']"
21431,"['South Indian Filter Kaapi (150 ML)', 'South Indian Filter Kaapi (150 ML)']"
21432,['Sea Salt Dark Mocha (250 ML)']
21433,"['Chicken Calzone', 'Hyderabadi Chicken Keema Pav']"
21434,"['Madagascar Hot Chocolate (250 ML)', 'Cafe Latte (250 ML)', 'Choco-crinkle-cookies (COMBO 3 PCS)']"
21435,"['Classic Frappe (350 ML)', 'ORANGE JUICE']"
21436,"['Strawberry White Chocolate Ganache With Rosella Jam Macaroon', 'Origanal South Indian Frappe (350 ML)', 'Add On Syrup (Add On Irish Syrup)', 'South Indian Filter Kaapi (250 ML)', 'Rosella Jam With Filter Coffee Ganache Macaroon (2 PCS)', 'Strawbery Rosella Frangipani Tart']"
21437,['Vietnamese (350 Ml)']
21438,['South Indian Filter Kaapi (150 ML)']
21439,['South Indian Filter Kaapi (250 Ml)']
21440,"['Origanal South Indian Frappe (350 ML)', 'Hot Chocolate (250 ML)', 'Baked Vada Pav']"
21441,['Origanal South Indian Frappe (350 ML)']
21442,['Rosella Jam With Filter Coffee Ganache Macaroon (3 PCS)']
21443,['Hot Chocolate (250 ML)']
21444,['Origanal South Indian Frappe (350 ML)']
21445,"['South Indian Filter Kaapi (150 ML)', 'Berliners (Nutella Berliner)']"
21446,"['Cappucino (250 ML)', 'Hot Chocolate (250 ML)', 'Berliners (Nutella Berliner)']"
21447,['Vietnamese (450 ML)']
21448,['Origanal South Indian Frappe (350 ML)']
21449,"['South Indian Filter Kaapi (150 ML)', 'Choco-crinkle-cookies (COMBO 3 PCS)', 'Tartlets (Kacha Nimbu Tartlet)']"
21450,"['Vanilla Praline (350 ML)', 'Calzones Veg (Calzone Paneer)', 'Calzones Veg (Calzone Paneer)']"
21451,"['Vanilla Praline (350 ML)', 'Papparoti (Add On Nutella sauce)']"
21452,"['Strawberry White Chocolate Ganache With Rosella Jam Macaroon', 'Cafe Mocha (350 ML)', 'Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC)', 'South Indian Filter Kaapi (150 ML)']"
21453,['Hot Chocolate (250 ML)']
21454,"['South Indian Filter Kaapi (150 ML)', 'Nariyal Irish Cream Frappe (350 ML)']"
21455,"['Berliners (Dark Choco Mousse Berliner)', 'Rosella Cheesecake Berliner', 'Nariyal Irish Cream Frappe (350 ML)', 'Papparoti (Add On Nutella sauce)']"
21456,['Berliners (Dark Choco Mousse Berliner)']
21457,['Irish Americano (250 ML)']
21458,"['Vanilla Praline (350 ML)', 'Hot Chocolate (250 ML)']"
21459,"['Origanal South Indian Frappe (350 ML)', 'Add On Syrup (Add On hazelnuts Syrup)']"
21460,"['Bon Bon (350 ML)', 'Origanal South Indian Frappe (350 ML)', 'Iced Latte (350 ML)', 'Add On Syrup (Add On hazelnuts Syrup)']"
21461,"['Vietnamese (350 ML)', 'Calzones Veg (Calzone Veg)', 'Madagascar Hot Chocolate (250 ML)', 'Origanal South Indian Frappe (350 ML)', 'Berliners (Dark Choco Mousse Berliner)', 'Berliners (Blueberry Cheese Cake Berliner)']"
21462,"['Sea Salt Dark Mocha (350 ML)', 'Hazelnut Frappe (350 ML)']"
21463,"['Tartlets (Filter Kaapi Tartlet)', 'Berliners (Lotus Biscoff Berliner)']"
21464,"['Hazelnut Frappe (450 ML)', 'Madagascar Chocochip Frappe (350 ML)', 'Cafe Latte (250 ML)', 'Cafe Latte (350 ML)', 'Choco-crinkle-cookies (COMBO 3 PCS)']"
21465,['Flat White 250 Ml']
21466,"['Chicken Calzone', 'Classic Frappe (350 ML)', 'Iced Latte (350 ML)', 'Add On Syrup (Add On Vanilla Syrup)']"
21467,['South Indian Filter Kaapi (250 Ml)']
21468,"['Hazelnut Frappe (450 ML)', 'Berliners (Blueberry Cheese Cake Berliner)']"
21469,"['Tartlets (Filter Kaapi Tartlet)', 'Berliners (Dark Choco Mousse Berliner)', 'Baked Vada Pav', 'Baked Pav Bhaji']"
21470,"['Origanal South Indian Frappe (350 ML)', 'Kaapicino (350 ML)']"
21471,"['South Indian Filter Kaapi (250 ML)', 'Madagascar Chocochip Frappe (450 ML)', 'Iced Mocha (350 ML)']"
21472,['Baked Vada Pav']
21473,"['Mix Tartlet 6 Pcs (chocolate Tartlet)', 'Mix Tartlet 6 Pcs (salted Caramel tartlet)', 'Mix Tartlet 6 Pcs (kodai cheese tartlet)']"
21474,"['Choco-crinkle-cookies (COMBO 3 PCS)', 'Classic Frappe (350 ML)', 'Hot Chocolate (250 ML)', 'Baked Vada Pav', 'Hyderabadi Chicken Keema Pav', 'Tartlets (chocolate Tartlet)', 'Cappucino (350 ML)']"
21475,"['Cappucino (350 ML)', 'Berliner Mix 3 Pcs (Lotus Biscoff Berliner)']"
21476,['Cappucino (350 ML)']
21477,"['South Indian Filter Kaapi (250 ML)', 'Chicken Calzone', 'Hyderabadi Soya Keema Pav', 'Berliners (Nutella Berliner)', 'Cappucino (350 ML)', 'Yellow Banana Chips 60 Gm']"
21478,['Hot Chocolate (250 Ml)']
21479,"['Baked Vada Pav', 'South Indian Filter Kaapi (250 ML)']"
21480,"['Madagascar Hot Chocolate (250 ML)', 'Hot Chocolate (250 ML)']"
21481,['South Indian Filter Kaapi (250 Ml)']
21482,['Madagascar Chocochip Frappe (350 ML)']
21483,"['Cappucino (350 ML)', 'Baked Vada Pav', 'Hyderabadi Chicken Keema Pav', 'Calzones Veg (Calzone Paneer)', 'Choco-crinkle-cookies (COMBO 3 PCS)']"
21484,['Cafe Latte (250 ML)']
21485,"['South Indian Filter Kaapi (150 ML)', 'Baked Vada Pav', 'Plain Nankhatai Veg']"
21486,['South Indian Filter Kaapi (250 ML)']
21487,['Hot Chocolate (250 ML)']
21488,"['Americano (250 ML)', 'South Indian Filter Kaapi (250 ML)']"
21489,['Americano (250 ML)']
21490,"['Iced Latte (350 ML)', 'Iced Americano (450 ML)']"
21491,"['Americano (350 ML)', 'Classic Frappe (350 ML)']"
21492,['Iced Americano (450 Ml)']
21493,['Sea Salt Dark Mocha Frappe (350 ML)']
21494,"['Aeropress', 'Cappucino (250 ML)', 'Papparoti (Plain)']"
21495,['Sea Salt Dark Mocha Frappe (350 ML)']
21496,['Classic Frappe (350 ML)']
21497,"['South Indian Filter Kaapi (150 ML)', 'Classic Frappe (350 ML)']"
21498,['Cold Brew']
21499,['Pour Over']
21500,"['Nariyal Irish Cream Frappe (450 ML)', 'South Indian Filter Kaapi (250 ML)', 'Origanal South Indian Frappe (350 ML)']"
21501,['Almond Frappe (350 ML)']
21502,"['Chicken Calzone', 'Baked Vada Pav', 'Vietnamese (350 ML)', 'South Indian Filter Kaapi (150 ML)', 'Strawberry White Chocolate Ganache With Rosella Jam Macaroon', 'Rosella Jam With Filter Coffee Ganache Macaroon (2 PCS)', 'Papparoti (Plain)']"
21503,['Origanal South Indian Frappe (350 ML)']
21504,"['Cappucino (250 ML)', 'Aeropress', 'Papparoti (Plain)']"
21505,['Americano (250 ML)']
21506,['South Indian Filter Kaapi (250 ML)']
21507,"['South Indian Filter Kaapi (250 ML)', 'Mix Berliner 2 Pcs (Nutella Berliner)']"
21508,"['Baked Vada Pav', 'Nariyal Irish Cream Frappe (350 ML)', 'Calzones Veg (Calzone Veg)', 'Papparoti (Add On Nutella sauce)', 'Origanal South Indian Frappe (350 ML)']"
21509,"['Flat White 250 Ml', 'ALMOND MILK (200 ML)']"
21510,['Hazelnut Frappe (350 ML)']
21511,"['Vietnamese (450 ML)', 'South Indian Filter Kaapi (250 ML)', 'Cappucino (250 ML)']"
21512,"['Madagascar Chocochip Frappe (350 ML)', 'Iced Latte (350 ML)', 'Papparoti (Plain)', 'Tartlets (chocolate Tartlet)']"
21513,"['Choco-crinkle-cookies (COMBO 3 PCS)', 'Sea Salt Dark Mocha Frappe (450 ML)', 'Almond Frappe (350 ML)', 'Papparoti (Plain)']"
21514,"['South Indian Filter Kaapi (150 ML)', 'Americano (250 ML)', 'Papparoti (Plain)', 'Origanal South Indian Frappe (350 ML)']"
21515,['Cold Brew']
21516,"['Baked Vada Pav', 'Papparoti (Plain)', 'Cafe Latte (250 ML)', 'Add On Syrup (Add On Irish Syrup)', 'Cafe Mocha (350 ML)', 'Baked Vada Pav']"
21517,"['Baked Pav Bhaji', 'Yellow Banana Chips 60 Gm']"
21518,"['Cappucino (250 ML)', 'Mix Berliner 2 Pcs (Lotus Biscoff Berliner)', 'Mix Berliner 2 Pcs (Dark Choco Mousse Berliner)']"
21519,"['Origanal South Indian Frappe (350 ML)', 'Origanal South Indian Frappe (350 ML)', 'Tartlets (chocolate Tartlet)']"
21520,['Double Restritto 44 Ml']
21521,"['Kaapicino (250 ML)', 'Cappucino (250 ML)', 'Berliner Mix 3 Pcs (Nutella Berliner)', 'Berliner Mix 3 Pcs (Dark Choco Mousse Berliner)', 'Rosella Cheesecake Berliner']"
21522,"['Sea Salt Dark Mocha (250 ML)', 'Sea Salt Dark Mocha Frappe (450 ML)']"
21523,['Nariyal Irish Cream Frappe (350 Ml)']
21524,['Papparoti (Plain)']
21525,"['Vietnamese (350 ML)', 'Papparoti (Plain)', 'South Indian Filter Kaapi (150 ML)']"
21526,['Origanal South Indian Frappe (450 ML)']
21527,"['Cappucino (250 ML)', 'Chicken Calzone', 'Origanal South Indian Frappe (350 ML)']"
21528,"['South Indian Filter Kaapi (150 ML)', 'South Indian Filter Kaapi (150 ML)']"
21529,"['Bon Bon (350 ML)', 'Madagascar Hot Chocolate (250 ML)']"
21530,['Hot Chocolate (250 ML)']
21531,"['Cafe Mocha (250 ML)', 'Madagascar Chocochip Frappe (350 ML)', 'Berliners (Nutella Berliner)']"
21532,['Pappa Roti (Add On Nutella sauce)']
21533,"['Origanal South Indian Frappe (350 ML)', 'Cafe Latte (250 ML)']"
21534,['Classic Frappe (350 ML)']
21535,"['Classic Frappe (350 ML)', 'Classic Frappe (450 ML)']"
21536,"['Vietnamese (350 ML)', 'Calzone Mix 3 Pc (Calzone Paneer)']"
21537,['Americano (250 ML)']
21538,"['Madagascar Chocochip Frappe (350 ML)', 'Papparoti (Plain)', 'Choco-crinkle-cookies (COMBO 3 PCS)']"
21539,['Flat White 250 Ml']
21540,"['Vietnamese (350 ML)', 'Cafe Latte (250 ML)', 'Madagascar Chocochip Frappe (350 ML)']"
21541,['Vietnamese (350 ML)']
21542,['Iced Americano (350 ML)']
21543,['Almond Honey Latte (250 ML)']
21544,['Madagascar Chocochip Frappe (350 Ml)']
21545,"['Baked Pav Bhaji', 'Yellow Banana Chips 60 Gm']"
21546,['Cappucino (250 ML)']
21547,"['Baked Pav Bhaji', 'Baked Vada Pav', 'Iced Latte (450 ML)', 'Classic Frappe (450 ML)', 'Baked Pav Bhaji']"
21548,"['Iced Mocha (350 ML)', 'OAT MILK (200 ML)', 'Iced Latte (350 ML)', 'Baked Vada Pav', 'Iced Latte (350 ML)']"
21549,"['Vietnamese (350 ML)', 'Madagascar Chocochip Frappe (350 ML)', 'Papparoti (Add On Nutella sauce)', 'Hyderabadi Chicken Keema Pav']"
21550,"['Vietnamese (350 ML)', 'Calzones Veg (Calzone Veg)', 'Mix Berliner 2 Pcs (Blueberry Cheese Cake Berliner)', 'Mix Berliner 2 Pcs (Dark Choco Mousse Berliner)']"
21551,['Iced Americano (350 ML)']
21552,['French Press']
21553,"['Cappucino (250 ML)', 'Iced Americano (350 ML)', 'Cappucino (350 ML)']"
21554,"['Iced Latte (450 ML)', 'Add On Syrup (Add On Vanilla Syrup)', 'Nariyal Irish Cream Frappe (350 ML)', 'Berliners (Nutella Berliner)']"
21555,"['Cafe Latte (250 ML)', 'Origanal South Indian Frappe (350 ML)']"
21556,['Cafe Latte (250 ML)']
21557,"['Berliners (Dark Choco Mousse Berliner)', 'Berliners (Lotus Biscoff Berliner)']"
21558,['Pappa Roti (Plain)']
21559,"['Nariyal Irish Cream Frappe (350 ML)', 'Classic Frappe (350 ML)', 'South Indian Filter Kaapi (150 ML)', 'Hazelnut Frappe (350 ML)']"
21560,['Origanal South Indian Frappe (350 ML)']
21561,['Classic Frappe (350 ML)']
21562,"['Cappucino (250 ML)', 'Calzones Veg (Calzone Paneer)']"
21563,"['Almond Honey Latte (250 ML)', 'Origanal South Indian Frappe (350 ML)']"
21564,['Cappucino (250 ML)']
21565,['Baked Vada Pav']
21566,"['Hot Chocolate (250 ML)', 'Mix Berliner 2 Pcs (Lotus Biscoff Berliner)', 'Mix Berliner 2 Pcs (Nutella Berliner)']"
21567,['Iced Americano (450 Ml)']
21568,"['Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC)', 'Strawberry White Chocolate Ganache With Rosella Jam Macaroon', 'Double Restritto 44 Ml']"
21569,"['Iced Latte (350 ML)', 'ALMOND MILK (200 ML)']"
21570,"['Iced Mocha (350 ML)', 'Classic Frappe (350 ML)']"
21571,"['Chicken Calzone', 'Coconut Nankhatai (with Egg)', 'Iced Americano (350 ML)', 'Add On Syrup (Add On Vanilla Syrup)', 'Chicken Calzone', 'Calzones Veg (Calzone Paneer)', 'Cafe Latte (350 ML)', 'Add On Syrup (Add On Caramel Syrup)']"
21572,"['Iced Latte (350 ML)', 'ALMOND MILK (200 ML)']"
21573,['ORANGE JUICE']
21574,"['Mix Tartlet 3 Pcs (chocolate Tartlet)', 'Mix Tartlet 3 Pcs (Filter Kaapi Tartlet)', 'Mix Tartlet 3 Pcs (salted Caramel  tartlet)', 'Whole Wheat Ladi Pav 4 Pc', 'Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC)', 'Cappucino (350 ML)']"
21575,['Cappucino (350 Ml)']
